607.7960,225.1230
337.2410,355.9370
174.1660,156.9880
88.3820,391.3890
499.3860,126.1440
230.8770,436.5690
361.1930,349.3720
576.7340,441.6250
644.3060,259.4280
523.1350,404.0330
636.0460,181.6120
143.6220,357.2490
617.9450,162.7540
553.1190,330.2920
35.7860,350.4720
140.3290,87.4870
118.6400,397.8620
639.4350,328.3150
496.0960,224.8510
108.5230,282.8700
585.7550,290.9040
585.2800,294.4180
215.7380,99.9170
162.1540,112.1240
602.8090,449.4300
159.4300,101.1570
426.0980,131.9630
120.6520,393.5610
299.8060,101.6430
646.8130,175.0120
437.2780,378.5930
322.4850,334.1290
253.9480,76.3470
185.0510,271.6860
538.1460,406.7240
378.7470,413.2860
268.1710,423.5200
229.0330,411.6620
553.5860,453.4620
523.8870,82.8490
639.8100,440.0120
184.5540,157.5260
109.1450,79.5920
613.4690,239.0930
27.5940,360.1950
181.9490,168.6740
523.7020,126.3370
527.7160,307.2040
489.7500,242.3960
109.0140,297.5360
142.5360,80.9450
322.4620,433.2160
273.8620,281.3050
207.0060,106.7300
35.7250,355.2820
638.2680,337.7470
546.8590,441.5200
255.7250,408.8680
140.4900,419.9320
368.5390,358.4540
223.6480,97.8910
602.6790,187.3370
248.0380,178.7580
330.7650,363.6460
31.2420,85.2690
23.8880,352.2510
513.1670,84.6280
477.0110,43.2790
496.8040,109.2200
421.9230,284.7610
179.3630,343.5740
474.8690,217.0760
171.3520,177.7840
133.7780,96.5500
658.8100,318.1490
270.0540,267.8660
152.7510,427.6490
317.2890,75.7490
331.4790,158.4730
127.3510,171.3490
607.3370,414.3190
672.7540,443.5850
231.6130,273.8090
618.1030,192.5420
439.8010,381.0910
448.9070,319.6480
494.7410,176.8490
516.5370,90.7150
414.1940,315.3460
543.6060,376.4540
237.8890,251.4720
528.6680,302.4460
82.7820,160.9940
625.9360,112.6590
63.8340,407.3710
246.2550,144.2180
150.8820,316.7240
437.6760,294.2560
584.0450,460.2950
65.7540,386.6540
27.9950,377.3120
449.8560,99.0080
478.2000,329.8630
581.7720,291.8360
464.8970,343.6440
40.0330,74.3250
624.3720,132.5070
634.7650,400.8730
539.5450,398.1420
604.1550,197.2400
25.3670,163.1950
322.5220,255.4810
200.8980,280.3530
111.9200,273.0590
628.7630,424.1060
77.1520,310.6400
512.9580,254.4150
67.9760,157.5700
301.0420,143.7090
217.2260,116.2860
570.3710,302.1220
234.4590,431.8000
261.0050,251.3650
537.4800,372.1440
345.0120,338.8880
557.8070,146.9500
657.7340,192.6030
543.8950,320.3000
490.5940,237.1630
285.5700,89.3520
494.4670,84.6370
569.3400,166.4760
310.6610,94.1850
396.7910,284.9530
649.2110,312.9630
188.0310,330.0140
341.6890,305.1920
623.9420,242.7620
588.0250,419.7720
493.7000,81.4780
484.9960,236.3090
508.1670,224.3520
168.2830,257.9500
592.9190,310.8860
175.4440,426.8410
651.4000,369.4230
471.0010,209.1540
70.2210,380.2660
605.1580,394.0750
435.4600,348.1630
566.9470,179.1180
641.0440,200.8360
84.6500,91.6060
260.4570,142.0280
557.5490,203.2530
112.5280,143.3000
133.9730,165.0980
60.3510,148.1810
623.2630,184.9720
561.0110,278.4020
306.8030,261.5140
46.7580,163.1640
519.5620,234.6580
406.4760,376.2350
510.0800,367.7450
606.4560,421.6160
129.0850,426.1640
460.3880,68.0380
647.2030,124.4330
112.3690,164.1920
533.5620,285.6740
182.9010,351.7250
58.6930,307.7980
540.3850,373.8220
558.2150,298.0180
370.1190,347.4320
422.7020,368.8990
286.0070,174.0360
454.3230,71.0450
240.9080,434.3390
250.0710,170.8030
56.2160,139.9180
519.0160,312.2840
438.7630,98.0460
609.7250,289.1560
186.8730,174.2130
375.8920,394.1110
618.4370,212.1600
189.2140,322.7300
303.2150,421.9680
267.5190,99.8860
19.1790,347.7000
258.3360,153.6340
120.6650,425.1060
503.4460,73.8220
523.0740,250.8010
195.6300,172.6170
31.4690,394.8230
141.2030,286.9990
503.5330,123.1340
32.8620,229.5230
543.3640,420.6500
175.1830,161.2890
48.8140,394.9970
667.4300,412.6760
61.0170,279.7330
173.0210,400.5300
30.1760,163.6560
434.1730,151.3870
183.2720,77.1130
591.1300,404.2740
315.3700,418.7240
66.8470,151.0710
440.1300,142.8470
255.8160,170.3390
461.5800,60.6660
625.2090,346.7710
317.6210,108.4130
649.3680,429.4500
351.3380,309.7190
41.6340,86.1580
531.1900,85.0550
16.0500,340.1870
518.5350,439.8740
512.5710,74.2980
549.3180,161.7960
315.4920,414.3580
433.7090,143.2620
152.4790,377.2850
639.5790,83.8650
379.1700,264.6230
538.3810,91.4180
274.7480,165.6070
429.6760,399.4960
74.4210,165.5490
278.1090,99.0650
610.4850,423.7590
