607.80,225.12
337.24,355.94
174.17,156.99
88.38,391.39
499.39,126.14
230.88,436.57
361.19,349.37
232.81,439.59
576.73,441.62
644.31,259.43
523.14,404.03
636.05,181.61
143.62,357.25
617.95,162.75
553.12,330.29
35.79,350.47
140.33,87.49
118.64,397.86
639.43,328.32
496.10,224.85
108.52,282.87
585.76,290.90
585.28,294.42
215.74,99.92
162.15,112.12
602.81,449.43
159.43,101.16
426.10,131.96
120.65,393.56
299.81,101.64
646.81,175.01
437.28,378.59
322.48,334.13
253.95,76.35
185.05,271.69
538.15,406.72
378.75,413.29
496.56,469.37
559.90,46.69
268.17,423.52
229.03,411.66
553.59,453.46
523.89,82.85
639.81,440.01
184.55,157.53
109.14,79.59
613.47,239.09
27.59,360.20
181.95,168.67
523.70,126.34
527.72,307.20
489.75,242.40
109.01,297.54
142.54,80.94
354.95,191.41
657.88,387.35
322.46,433.22
273.86,281.30
207.01,106.73
35.72,355.28
638.27,337.75
546.86,441.52
255.73,408.87
140.49,419.93
368.54,358.45
223.65,97.89
125.97,318.03
602.68,187.34
560.56,189.52
496.71,422.19
248.04,178.76
330.77,363.65
31.24,85.27
23.89,352.25
513.17,84.63
391.85,69.88
477.01,43.28
496.80,109.22
421.92,284.76
216.70,121.36
179.36,343.57
33.76,460.66
474.87,217.08
171.35,177.78
133.78,96.55
658.81,318.15
270.05,267.87
152.75,427.65
317.29,75.75
570.24,272.61
331.48,158.47
504.85,253.26
127.35,171.35
474.19,389.98
607.34,414.32
672.75,443.58
529.15,440.19
231.61,273.81
618.10,192.54
439.80,381.09
448.91,319.65
494.74,176.85
516.54,90.71
414.19,315.35
543.61,376.45
237.89,251.47
528.67,302.45
82.78,160.99
358.66,406.11
625.94,112.66
63.83,407.37
246.26,144.22
150.88,316.72
515.62,303.34
319.24,235.70
370.34,190.40
437.68,294.26
584.04,460.30
65.75,386.65
28.00,377.31
449.86,99.01
478.20,329.86
581.77,291.84
464.90,343.64
40.03,74.32
624.37,132.51
634.77,400.87
539.54,398.14
174.77,74.72
351.67,410.95
604.16,197.24
25.37,163.20
322.52,255.48
200.90,280.35
111.92,273.06
628.76,424.11
77.15,310.64
476.23,426.44
512.96,254.41
602.97,150.76
588.88,301.08
67.98,157.57
301.04,143.71
217.23,116.29
570.37,302.12
570.54,330.73
234.46,431.80
261.01,251.37
537.48,372.14
345.01,338.89
557.81,146.95
657.73,192.60
543.90,320.30
219.12,70.97
490.59,237.16
268.40,326.88
83.28,97.81
285.57,89.35
312.29,112.00
494.47,84.64
569.34,166.48
598.70,268.28
310.66,94.18
382.72,318.75
396.79,284.95
649.21,312.96
188.03,330.01
341.69,305.19
657.82,228.44
623.94,242.76
588.03,419.77
493.70,81.48
485.00,236.31
508.17,224.35
168.28,257.95
592.92,310.89
243.06,441.62
175.44,426.84
651.40,369.42
471.00,209.15
305.46,38.55
70.22,380.27
605.16,394.08
435.46,348.16
566.95,179.12
641.04,200.84
84.65,91.61
260.46,142.03
557.55,203.25
112.53,143.30
133.97,165.10
60.35,148.18
623.26,184.97
69.49,110.58
561.01,278.40
306.80,261.51
46.76,163.16
64.49,246.78
519.56,234.66
406.48,376.23
510.08,367.74
606.46,421.62
129.09,426.16
460.39,68.04
364.49,57.26
354.94,131.38
647.20,124.43
112.37,164.19
533.56,285.67
182.90,351.73
425.96,78.91
58.69,307.80
540.39,373.82
558.22,298.02
370.12,347.43
648.85,454.81
422.70,368.90
286.01,174.04
687.92,340.66
490.09,436.50
454.32,71.04
530.66,287.25
240.91,434.34
250.07,170.80
56.22,139.92
519.02,312.28
60.92,378.11
551.22,101.06
438.76,98.05
609.72,289.16
186.87,174.21
375.89,394.11
618.44,212.16
189.21,322.73
303.21,421.97
331.54,68.71
267.52,99.89
422.70,158.60
19.18,347.70
258.34,153.63
120.67,425.11
503.45,73.82
523.07,250.80
195.63,172.62
31.47,394.82
32.80,405.26
141.20,287.00
503.53,123.13
32.86,229.52
543.36,420.65
175.18,161.29
216.01,389.61
48.81,395.00
496.25,290.59
667.43,412.68
61.02,279.73
173.02,400.53
30.18,163.66
434.17,151.39
183.27,77.11
591.13,404.27
315.37,418.72
66.85,151.07
440.13,142.85
255.82,170.34
216.11,380.60
482.76,180.82
461.58,60.67
147.81,369.18
625.21,346.77
317.62,108.41
429.27,329.77
572.04,195.97
649.37,429.45
351.34,309.72
41.63,86.16
531.19,85.06
16.05,340.19
364.87,243.33
518.53,439.87
512.57,74.30
